,position,user,first_genre,genre_label,track_name,track_id,artist,duration_ms,gender,age,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,mode
3585,46,e873f35842484d38b61cbd8d81f02f66_Hannah,4,Rock & Heavy,Without Me,7lQ8MOhq6IN2w8EYcFNSUk,Eminem,290320,F,20,0.9217683429719311,-0.88398326023514,1.7025681085516253,0.3625881563039023,-0.5284811330426685,0.5105807228399205,0.7967427348452317,-0.004960380317252817,-0.3427371346132588,0.870850171859578,7.0,1.0
3586,47,e873f35842484d38b61cbd8d81f02f66_Hannah,4,Rock & Heavy,Sound of Madness,0W9Xvd4Qx1aZPxEi94vgRY,Shinedown,233986,F,20,-0.19248002871207795,-0.8915450417416352,-1.3129615267529486,1.3442315391420858,-0.5100928182354464,1.262682207504965,0.9378618091025437,-0.4882741158506226,2.1203772865003865,-0.4752160542042095,2.0,0.0
3587,48,e873f35842484d38b61cbd8d81f02f66_Hannah,4,Rock & Heavy,L'altra dimensione,36ONZ2CvV8KsLPapNPGTqa,Måneskin,126706,F,20,-0.5202001380309041,0.5180684757362979,0.6991246264588961,0.9806599158686844,-0.5284811330426685,0.7286901533927835,0.8541287522542154,-0.21362916772213633,-0.37170001694688876,0.37365453880898986,5.0,0.0
3588,49,e873f35842484d38b61cbd8d81f02f66_Hannah,4,Rock & Heavy,death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,"Powfu, beabadoobee",173333,F,20,0.5285042117893397,1.0749720128781168,0.7563157057491553,-0.5027123070867932,-0.5284811330426685,3.962726537452474,0.08236501707889014,0.9340491630047226,0.7191684058958834,-0.39841347674111066,8.0,0.0
3589,0,e88c10f8216446ada219a38164341a72_Michael Gordan,5,"Roots, Jazz & Classical Traditions","Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto",40gRh2ZURv5tYBo8yB9Lu3,"Ludwig van Beethoven, Paul Lewis",315426,M,20,-0.25802405057584316,1.6829922998059,-1.2349736913571407,-1.538891433415987,1.9525268801779165,-0.47091171464796244,-1.1505320613430476,-0.486739786531469,-0.04231821785854922,-0.847102218762373,7.0,0.0
3590,1,e88c10f8216446ada219a38164341a72_Michael Gordan,5,"Roots, Jazz & Classical Traditions",I've Got You Under My Skin - 2024 Remastered,0G9qcE5Gz6xTz8jWXlRgBx,Frank Sinatra,223853,M,20,-4.387297427993053,1.3009618540371157,-0.023562648208924272,-1.1789555263753198,-0.5284811330426685,-0.361856999371531,-0.4708025050311869,-0.5787995456806823,0.1528388278081931,0.8385122445066941,1.0,1.0
3591,2,e88c10f8216446ada219a38164341a72_Michael Gordan,5,"Roots, Jazz & Classical Traditions",You Make Me Feel So Young - Remastered 1998,2WaYW84yWij5NSCpgSeU2R,Frank Sinatra,177400,M,20,-0.3235680724396084,0.1252766089599423,-0.01836345918253707,-0.9535411199458109,-0.5284811330426685,0.08188287658084518,-0.2534093531275528,-0.4806024692548548,0.08910044315702194,0.5191752118969666,9.0,1.0
3592,3,e88c10f8216446ada219a38164341a72_Michael Gordan,5,"Roots, Jazz & Classical Traditions","Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight Sonata"": I. Adagio sostenuto",630zE7N1xPxdK2Zz4S3rPA,"Ludwig van Beethoven, Daniel Barenboim",403333,M,20,-0.9134642692134955,1.7852257993778282,-1.5729209780723086,-2.060798498624955,1.9638427662131301,-0.41450410329808407,-3.8594648789490957,-0.3747337462332595,0.5566488873801861,-0.6207367272921867,1.0,0.0
3593,4,e88c10f8216446ada219a38164341a72_Michael Gordan,5,"Roots, Jazz & Classical Traditions",Gymnopédie No. 1,5OPT7l9b5SMwfTQgLPoNl7,"Erik Satie, Philippe Entremont",205866,M,20,-0.5857441598946693,1.7825354441259351,-0.5798758740323542,-2.0231688356161577,2.122265170706121,-0.5641722987464279,-3.2971540920107527,0.6885564719401537,-1.6613667244118417,-0.3741600312264478,7.0,1.0
3594,5,e88c10f8216446ada219a38164341a72_Michael Gordan,5,"Roots, Jazz & Classical Traditions","Swan Lake Suite, Op. 20a: I. Scene ""Swan Theme"". Moderato",1TQ2UYCN7nhfj3cfcFC76V,"Pyotr Ilyich Tchaikovsky, Berliner Philharmoniker, Mstislav Rostropovich",183000,M,20,-0.8479202473497303,1.5942105764934362,-2.3631977100831625,-1.3280198919174144,2.0685147120388563,-0.4069830884514336,-0.7994788143841078,-0.5649905818083003,-1.633806888281225,-1.5908745478787,4.0,0.0
3595,6,e88c10f8216446ada219a38164341a72_Michael Gordan,5,"Roots, Jazz & Classical Traditions","The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",2LKMUX3iN0tQOvggbalydj,"Camille Saint-Saëns, Yo-Yo Ma, Kathryn Stott",174266,M,20,-0.3891120943033736,1.7610126021107924,-2.1396325819485127,-2.0111709720481357,1.873315677931421,-0.666458100660874,-2.596731883719132,-0.45451887082924436,0.16970878810632847,-1.573897136018436,9.0,0.0
3596,7,e88c10f8216446ada219a38164341a72_Michael Gordan,5,"Roots, Jazz & Classical Traditions","Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",1upQiytDIEZfl9ItruoXuC,"George Frideric Handel, Alexander Briger, Academy of St. Martin in the Fields",207266,M,20,-0.3235680724396084,1.6022816422491146,-2.5300916778301916,-1.9475459379752904,1.8195652192641565,-0.5543949794457823,-1.7554312134025232,-0.20749185044552207,-1.841958814256828,-1.5965336851654548,2.0,0.0
3597,8,e88c10f8216446ada219a38164341a72_Michael Gordan,5,"Roots, Jazz & Classical Traditions",Love Is Here To Stay - Remastered 1998,3YCbx1QqGrnxMsPEZLC1CT,Frank Sinatra,162840,M,20,-0.7168322036221998,0.9270024740240105,-0.17433912997415252,-1.3134770269864784,-0.5284811330426685,-0.5205504126358553,-0.48223158606651917,-0.624829425255289,-0.4510389391410882,-0.09120316688871467,9.0,1.0
3598,9,e88c10f8216446ada219a38164341a72_Michael Gordan,5,"Roots, Jazz & Classical Traditions","Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto",5t0E9V1RiHBflzs71pfGGG,"Ludwig van Beethoven, Jenő Jandó",315200,M,20,-1.1100963348047912,1.7852257993778282,-1.9524617769985741,-2.046291990856346,1.9383820226338995,-0.4069830884514336,-3.4807412252730354,-0.21056050908382914,1.3575878341288705,-1.2109039014823155,1.0,0.0
3599,10,e88c10f8216446ada219a38164341a72_Michael Gordan,5,"Roots, Jazz & Classical Traditions","Liebestraume, S541/R211 : No. 3: Nocturne in A-Flat Major",6GzMz3s0K1YKwRVI36CgRx,"Franz Liszt, Jenő Jandó",270000,M,20,-0.5202001380309041,1.774464378370257,-1.2349736913571407,-1.9453645082356499,2.074172655056463,-0.5197983111511902,-1.9419056934526797,-0.514357714276233,-2.080176016011285,-1.6523166098491793,8.0,1.0
3600,11,e88c10f8216446ada219a38164341a72_Michael Gordan,5,"Roots, Jazz & Classical Traditions","Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",2MSgFefjK0T7Iwjvr3OKqV,"Frédéric Chopin, Mikhail Pletnev",266200,M,20,-0.3235680724396084,1.7771547336221494,-1.8484779964708302,-2.052618137101303,1.9638427662131301,-0.7288825238880726,-2.5839794354060253,-0.3563217944034168,1.375226129252465,-1.0532565056370071,1.0,0.0
3601,12,e88c10f8216446ada219a38164341a72_Michael Gordan,5,"Roots, Jazz & Classical Traditions","Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",17i5jLpzndlQhbS4SrTd0B,"Johann Sebastian Bach, Yo-Yo Ma",152280,M,20,-0.19248002871207795,1.5027384979290794,-1.58851854515147,-1.4988985548559128,1.8535128773697973,0.12700896566074787,-1.1191321650249244,-0.16146197087091538,-1.643862052736153,-0.5762720771819714,7.0,1.0
3602,13,e88c10f8216446ada219a38164341a72_Michael Gordan,5,"Roots, Jazz & Classical Traditions",Put Your Head On My Shoulder - Remastered,6YDDrg8llsRtAgLlIROzZc,Paul Anka,158906,M,20,-0.25802405057584316,1.3386268275636155,-0.007965081129762668,-0.6299623752324836,-0.5284811330426685,0.5857908713064249,-0.07006283209759256,-0.6677906461915883,-0.41372459131333195,0.3130209250223327,7.0,1.0
3603,14,e88c10f8216446ada219a38164341a72_Michael Gordan,5,"Roots, Jazz & Classical Traditions",Come Fly With Me - Remastered 1998,4hHbeIIKO5Y5uLyIEbY9Gn,Frank Sinatra,199093,M,20,-0.3891120943033736,1.3870532220976868,-0.44989614837267417,-0.8408339167310563,-0.5284811330426685,-0.03093234611891137,-0.23175425221850238,-0.42536661376532686,0.387782255088953,0.21196490204457083,6.0,1.0
